Date,Time,Location,Ride Request,Available Vehicles,Completed Rides,Cancelled Rides,Average Wait Time,Surge Multiplier
2026-01-31,08:00,Guindy,240,122,212,28,8.3,1.3
2026-01-31,08:00,OMR,165,118,133,32,4.9,1.3
2026-01-31,08:00,Tambaram,158,117,130,28,4.2,1.2
2026-01-31,08:00,Porur,183,163,155,28,4.9,1.3
2026-01-31,08:00,Egmore,236,93,211,25,8.1,1.5
2026-01-31,10:00,Chennai Central,175,190,163,12,3.4,1.0
2026-01-31,10:00,T Nagar,132,101,108,24,6.4,1.3
2026-01-31,10:00,Anna Nagar,142,88,118,24,4.6,1.6
2026-01-31,10:00,Adyar,79,151,69,10,3.2,1.0
2026-01-31,10:00,Velachery,146,189,132,14,4.3,1.0
2026-01-31,10:00,Guindy,142,168,124,18,4.0,1.1
2026-01-31,10:00,OMR,161,155,125,36,4.4,1.2
2026-01-31,10:00,Tambaram,112,122,88,24,4.2,1.0
2026-01-31,10:00,Porur,118,74,109,9,5.2,1.5
2026-01-31,10:00,Egmore,95,168,86,9,6.1,1.0
2026-01-31,12:00,Chennai Central,102,165,96,6,4.6,1.0
2026-01-31,12:00,T Nagar,143,192,115,28,4.8,1.1
2026-01-31,12:00,Anna Nagar,54,160,43,11,3.9,1.0
2026-01-31,12:00,Adyar,47,197,42,5,3.4,1.0
2026-01-31,12:00,Velachery,129,154,122,7,4.5,1.1
2026-01-31,12:00,Guindy,162,186,126,36,6.2,1.0
2026-01-31,12:00,OMR,113,138,91,22,3.3,1.0
2026-01-31,12:00,Tambaram,58,154,51,7,6.1,1.0
2026-01-31,12:00,Porur,86,85,69,17,4.2,1.2
2026-01-31,12:00,Egmore,79,116,74,5,4.4,1.0
2026-01-31,14:00,Chennai Central,62,96,53,9,4.8,1.0
2026-01-31,14:00,T Nagar,81,83,72,9,4.1,1.0
2026-01-31,14:00,Anna Nagar,71,115,66,5,3.9,1.0
2026-01-31,14:00,Adyar,80,145,69,11,6.2,1.0
2026-01-31,14:00,Velachery,159,135,141,18,4.8,1.3
2026-01-31,14:00,Guindy,84,179,77,7,4.9,1.1
2026-01-31,14:00,OMR,128,179,100,28,4.0,1.0
2026-01-31,14:00,Tambaram,84,113,68,16,6.3,1.0
2026-01-31,14:00,Porur,122,124,99,23,4.1,1.0
2026-01-31,14:00,Egmore,124,161,104,20,6.4,1.0
2026-01-31,16:00,Chennai Central,128,121,117,11,6.2,1.1
2026-01-31,16:00,T Nagar,157,79,130,27,7.8,1.3
2026-01-31,16:00,Anna Nagar,96,139,82,14,4.2,1.1
2026-01-31,16:00,Adyar,147,115,130,17,3.8,1.3
2026-01-31,16:00,Velachery,200,76,174,26,7.0,1.8
2026-01-31,16:00,Guindy,190,189,150,40,5.6,1.1
2026-01-31,16:00,OMR,121,139,110,11,6.4,1.0
2026-01-31,16:00,Tambaram,75,158,63,12,4.8,1.0
2026-01-31,16:00,Porur,78,171,68,10,5.2,1.0
2026-01-31,16:00,Egmore,119,108,98,21,4.3,1.2
2026-01-31,18:00,Chennai Central,285,85,243,42,8.3,1.8
2026-01-31,18:00,T Nagar,272,158,256,16,9.3,1.5
2026-01-31,18:00,Anna Nagar,217,95,198,19,9.3,1.8
2026-01-31,18:00,Adyar,225,122,188,37,6.1,1.6
2026-01-31,18:00,Velachery,215,128,171,44,8.1,1.6
2026-01-31,18:00,Guindy,208,88,163,45,6.6,1.5
2026-01-31,18:00,OMR,176,96,156,20,6.9,1.6
2026-01-31,18:00,Tambaram,166,135,156,10,7.1,1.1
2026-01-31,18:00,Porur,218,107,180,38,6.7,1.8
2026-01-31,18:00,Egmore,211,154,175,36,5.9,1.3
2026-01-31,20:00,Chennai Central,265,170,236,29,6.5,1.5
2026-01-31,20:00,T Nagar,321,104,288,33,11.4,2.0
2026-01-31,20:00,Anna Nagar,207,91,191,16,7.6,1.8
2026-01-31,20:00,Adyar,156,81,129,27,5.2,1.3
2026-01-31,20:00,Velachery,270,96,211,59,8.4,2.0
2026-01-31,20:00,Guindy,258,117,240,18,8.6,1.8
2026-01-31,20:00,OMR,265,165,250,15,7.0,1.3
2026-01-31,20:00,Tambaram,129,75,119,10,4.8,1.5
2026-01-31,20:00,Porur,209,114,195,14,6.0,1.3
2026-01-31,20:00,Egmore,165,152,139,26,4.7,1.3
2026-02-01,06:00,Chennai Central,177,140,159,18,5.7,1.3
2026-02-01,06:00,T Nagar,156,85,135,21,5.6,1.6
2026-02-01,06:00,Anna Nagar,124,184,106,18,5.4,1.1
2026-02-01,06:00,Adyar,154,110,137,17,6.3,1.2
2026-02-01,06:00,Velachery,149,115,123,26,5.2,1.1
2026-02-01,06:00,Guindy,182,188,157,25,4.9,1.1
2026-02-01,06:00,OMR,151,120,120,31,5.0,1.3
2026-02-01,06:00,Tambaram,110,109,88,22,3.2,1.1
2026-02-01,06:00,Porur,118,150,93,25,4.2,1.0
2026-02-01,06:00,Egmore,152,161,128,24,4.9,1.0
2026-02-01,08:00,Chennai Central,254,166,216,38,7.5,1.5
2026-02-01,08:00,T Nagar,182,100,171,11,5.5,1.3
2026-02-01,08:00,Anna Nagar,195,118,176,19,6.4,1.3
2026-02-01,08:00,Adyar,164,142,141,23,6.8,1.1
2026-02-01,08:00,Velachery,195,134,172,23,4.9,1.2
2026-02-01,08:00,Guindy,175,148,162,13,3.9,1.1
2026-02-01,08:00,OMR,220,165,204,16,7.8,1.1
2026-02-01,08:00,Tambaram,224,122,209,15,6.0,1.3
2026-02-01,08:00,Porur,159,128,134,25,6.1,1.2
2026-02-01,08:00,Egmore,228,99,210,18,9.5,1.8
2026-02-01,10:00,Chennai Central,192,168,176,16,6.9,1.2
2026-02-01,10:00,T Nagar,170,148,159,11,5.9,1.1
2026-02-01,10:00,Anna Nagar,89,116,84,5,5.3,1.1
2026-02-01,10:00,Adyar,152,98,141,11,4.7,1.6
2026-02-01,10:00,Velachery,116,156,99,17,5.3,1.0
2026-02-01,10:00,Guindy,106,144,95,11,5.4,1.0
2026-02-01,10:00,OMR,179,76,142,37,6.5,1.5
2026-02-01,10:00,Tambaram,156,106,135,21,4.3,1.2
2026-02-01,10:00,Porur,100,164,79,21,5.6,1.0
2026-02-01,10:00,Egmore,141,156,124,17,3.5,1.0
2026-02-01,12:00,Chennai Central,72,169,58,14,3.3,1.0
2026-02-01,12:00,T Nagar,62,106,55,7,5.4,1.0
2026-02-01,12:00,Anna Nagar,129,116,113,16,4.1,1.2
2026-02-01,12:00,Adyar,56,107,49,7,4.6,1.0
2026-02-01,12:00,Velachery,88,84,72,16,3.8,1.2
2026-02-01,12:00,Guindy,163,170,141,22,4.2,1.1
2026-02-01,12:00,OMR,58,108,52,6,5.2,1.0
2026-02-01,12:00,Tambaram,108,82,100,8,3.7,1.1
2026-02-01,12:00,Porur,128,130,120,8,4.1,1.1
2026-02-01,12:00,Egmore,103,148,89,14,5.3,1.1
2026-02-01,14:00,Chennai Central,93,185,79,14,5.8,1.1
2026-02-01,14:00,T Nagar,65,182,54,11,3.9,1.0
2026-02-01,14:00,Anna Nagar,57,133,47,10,6.0,1.0
2026-02-01,14:00,Adyar,57,187,51,6,5.9,1.1
2026-02-01,14:00,Velachery,66,91,59,7,6.0,1.0
2026-02-01,14:00,Guindy,152,177,120,32,3.3,1.0
2026-02-01,14:00,OMR,96,195,90,6,4.7,1.0
2026-02-01,14:00,Tambaram,111,182,96,15,3.5,1.0
2026-02-01,14:00,Porur,99,86,90,9,3.8,1.2
2026-02-01,14:00,Egmore,127,141,105,22,6.1,1.0
2026-02-01,16:00,Chennai Central,150,108,120,30,5.5,1.2
2026-02-01,16:00,T Nagar,110,149,95,15,4.2,1.0
2026-02-01,16:00,Anna Nagar,150,86,137,13,5.7,1.3
2026-02-01,16:00,Adyar,87,157,75,12,5.0,1.0
2026-02-01,16:00,Velachery,180,137,159,21,4.5,1.3
2026-02-01,16:00,Guindy,168,82,144,24,7.7,1.5
2026-02-01,16:00,OMR,169,80,138,31,8.3,1.5
2026-02-01,16:00,Tambaram,86,124,80,6,3.3,1.1
2026-02-01,16:00,Porur,95,154,79,16,6.0,1.0
2026-02-01,16:00,Egmore,101,180,83,18,4.4,1.0
2026-02-01,18:00,Chennai Central,187,82,167,20,8.8,1.8
2026-02-01,18:00,T Nagar,255,142,203,52,6.7,1.3
2026-02-01,18:00,Anna Nagar,165,81,149,16,5.5,2.0
2026-02-01,18:00,Adyar,179,102,153,26,8.2,1.5
2026-02-01,18:00,Velachery,293,83,260,33,9.6,2.0
2026-02-01,18:00,Guindy,170,165,155,15,4.1,1.3
2026-02-01,18:00,OMR,277,142,221,56,8.6,1.3
2026-02-01,18:00,Tambaram,214,136,183,31,5.5,1.3
2026-02-01,18:00,Porur,224,149,210,14,8.3,1.6
2026-02-01,18:00,Egmore,280,153,252,28,8.0,1.3
2026-02-01,20:00,Chennai Central,217,142,205,12,5.8,1.3
2026-02-01,20:00,T Nagar,202,121,167,35,6.9,1.5
2026-02-01,20:00,Anna Nagar,197,162,185,12,5.9,1.3
2026-02-01,20:00,Adyar,185,76,159,26,6.2,1.8
2026-02-01,20:00,Velachery,218,117,195,23,8.1,1.3
2026-02-01,20:00,Guindy,189,144,174,15,7.2,1.2
2026-02-01,20:00,OMR,280,123,261,19,10.4,1.8
2026-02-01,20:00,Tambaram,144,81,118,26,8.0,1.5
2026-02-01,20:00,Porur,210,74,188,22,9.7,1.8
2026-02-01,20:00,Egmore,211,79,166,45,9.1,1.5
2026-02-02,06:00,Chennai Central,164,139,138,26,5.5,1.1
2026-02-02,06:00,T Nagar,166,111,150,16,7.4,1.2
2026-02-02,06:00,Anna Nagar,179,135,154,25,6.1,1.1
2026-02-02,06:00,Adyar,147,78,139,8,6.2,1.5
2026-02-02,06:00,Velachery,161,173,138,23,5.9,1.1
2026-02-02,06:00,Guindy,112,188,95,17,3.5,1.1
2026-02-02,06:00,OMR,163,138,142,21,5.9,1.3
2026-02-02,06:00,Tambaram,135,73,111,24,5.9,1.3
2026-02-02,06:00,Porur,128,124,107,21,6.4,1.2
2026-02-02,06:00,Egmore,151,100,126,25,4.8,1.5
2026-02-02,08:00,Chennai Central,289,147,258,31,6.8,1.6
2026-02-02,08:00,T Nagar,297,133,276,21,10.1,1.5
2026-02-02,08:00,Anna Nagar,170,72,150,20,8.9,1.8
2026-02-02,08:00,Adyar,218,102,183,35,8.8,1.5
2026-02-02,08:00,Velachery,233,91,218,15,8.7,1.5
2026-02-02,08:00,Guindy,192,161,160,32,7.2,1.3
2026-02-02,08:00,OMR,226,97,178,48,8.8,1.8
2026-02-02,08:00,Tambaram,199,155,177,22,7.3,1.3
2026-02-02,08:00,Porur,161,126,148,13,5.8,1.1
2026-02-02,08:00,Egmore,178,145,160,18,5.8,1.2
2026-02-02,10:00,Chennai Central,200,117,171,29,5.8,1.3
2026-02-02,10:00,T Nagar,151,143,118,33,6.7,1.1
2026-02-02,10:00,Anna Nagar,180,184,162,18,3.4,1.0
2026-02-02,10:00,Adyar,155,99,123,32,5.8,1.3
2026-02-02,10:00,Velachery,96,132,86,10,3.3,1.0
2026-02-02,10:00,Guindy,176,172,137,39,4.8,1.3
2026-02-02,10:00,OMR,155,72,137,18,6.3,1.5
2026-02-02,10:00,Tambaram,150,85,137,13,7.3,1.5
2026-02-02,10:00,Porur,164,171,154,10,4.8,1.0
2026-02-02,10:00,Egmore,195,86,163,32,9.0,2.0
2026-02-02,12:00,Chennai Central,140,162,119,21,3.9,1.0
2026-02-02,12:00,T Nagar,145,158,118,27,6.3,1.0
2026-02-02,12:00,Anna Nagar,64,154,52,12,3.4,1.0
2026-02-02,12:00,Adyar,112,95,99,13,6.0,1.1
2026-02-02,12:00,Velachery,158,163,139,19,4.0,1.0
2026-02-02,12:00,Guindy,103,143,97,6,6.5,1.1
2026-02-02,12:00,OMR,94,141,74,20,4.0,1.0
2026-02-02,12:00,Tambaram,79,190,70,9,6.5,1.1
2026-02-02,12:00,Porur,57,148,46,11,4.4,1.1
2026-02-02,12:00,Egmore,107,143,89,18,6.1,1.0
2026-02-02,14:00,Chennai Central,67,89,54,13,3.5,1.0
2026-02-02,14:00,T Nagar,128,148,110,18,3.2,1.0
2026-02-02,14:00,Anna Nagar,106,107,84,22,4.8,1.0
2026-02-02,14:00,Adyar,113,84,90,23,6.9,1.2
2026-02-02,14:00,Velachery,150,182,126,24,3.1,1.0
2026-02-02,14:00,Guindy,151,127,137,14,6.9,1.2
2026-02-02,14:00,OMR,77,150,67,10,5.8,1.0
2026-02-02,14:00,Tambaram,109,156,94,15,6.1,1.0
2026-02-02,14:00,Porur,123,150,96,27,3.9,1.0
2026-02-02,14:00,Egmore,121,114,105,16,4.5,1.2
2026-02-02,16:00,Chennai Central,206,136,193,13,5.0,1.3
2026-02-02,16:00,T Nagar,212,170,187,25,4.1,1.2
2026-02-02,16:00,Anna Nagar,159,111,148,11,6.6,1.2
2026-02-02,16:00,Adyar,121,125,99,22,5.6,1.0
2026-02-02,16:00,Velachery,128,183,101,27,6.3,1.0
2026-02-02,16:00,Guindy,112,89,99,13,5.2,1.2
2026-02-02,16:00,OMR,154,122,123,31,5.4,1.3
2026-02-02,16:00,Tambaram,98,103,81,17,4.8,1.1
2026-02-02,16:00,Porur,119,111,109,10,6.2,1.3
2026-02-02,16:00,Egmore,156,147,123,33,3.7,1.3
2026-02-02,18:00,Chennai Central,271,149,254,17,8.7,1.3
2026-02-02,18:00,T Nagar,305,134,281,24,9.8,1.8
2026-02-02,18:00,Anna Nagar,187,101,146,41,8.2,1.3
2026-02-02,18:00,Adyar,171,170,154,17,3.4,1.1
2026-02-02,18:00,Velachery,236,120,186,50,6.6,1.3
2026-02-02,18:00,Guindy,204,134,167,37,5.3,1.6
2026-02-02,18:00,OMR,204,79,192,12,6.4,1.5
2026-02-02,18:00,Tambaram,191,138,150,41,6.8,1.1
2026-02-02,18:00,Porur,241,143,220,21,7.0,1.6
2026-02-02,18:00,Egmore,215,152,174,41,7.2,1.2
2026-02-02,20:00,Chennai Central,199,77,162,37,6.8,2.0
2026-02-02,20:00,T Nagar,321,154,290,31,8.5,1.5
2026-02-02,20:00,Anna Nagar,184,142,167,17,6.8,1.2
2026-02-02,20:00,Adyar,142,91,112,30,7.1,1.3
2026-02-02,20:00,Velachery,284,108,234,50,9.9,1.8
2026-02-02,20:00,Guindy,241,133,199,42,6.7,1.5
2026-02-02,20:00,OMR,279,89,239,40,10.5,1.5
2026-02-02,20:00,Tambaram,193,76,176,17,8.7,1.8
2026-02-02,20:00,Porur,142,82,127,15,5.6,1.3
2026-02-02,20:00,Egmore,238,149,201,37,6.2,1.6
2026-02-03,06:00,Chennai Central,182,125,147,35,7.2,1.3
2026-02-03,06:00,T Nagar,127,92,101,26,6.1,1.3
2026-02-03,06:00,Anna Nagar,93,90,86,7,5.6,1.3
2026-02-03,06:00,Adyar,152,136,136,16,6.6,1.1
2026-02-03,06:00,Velachery,179,180,162,17,3.1,1.1
2026-02-03,06:00,Guindy,106,114,85,21,3.5,1.0
2026-02-03,06:00,OMR,94,167,83,11,4.6,1.1
2026-02-03,06:00,Tambaram,138,101,115,23,5.6,1.1
2026-02-03,06:00,Porur,80,127,68,12,3.7,1.0
2026-02-03,06:00,Egmore,198,101,175,23,8.0,1.6
2026-02-03,08:00,Chennai Central,196,107,172,24,8.2,1.5
2026-02-03,08:00,T Nagar,220,112,200,20,8.8,1.3
2026-02-03,08:00,Anna Nagar,155,104,124,31,7.2,1.1
2026-02-03,08:00,Adyar,196,121,173,23,5.3,1.6
2026-02-03,08:00,Velachery,166,162,153,13,4.6,1.2
2026-02-03,08:00,Guindy,222,145,195,27,6.2,1.5
2026-02-03,08:00,OMR,210,91,169,41,9.2,1.8
2026-02-03,08:00,Tambaram,129,157,120,9,6.0,1.0
2026-02-03,08:00,Porur,216,139,189,27,7.0,1.6
2026-02-03,08:00,Egmore,156,111,136,20,5.6,1.2
2026-02-03,10:00,Chennai Central,123,79,104,19,7.1,1.6
2026-02-03,10:00,T Nagar,125,76,110,15,7.4,1.5
2026-02-03,10:00,Anna Nagar,157,83,133,24,6.1,1.5
2026-02-03,10:00,Adyar,84,179,78,6,4.8,1.0
2026-02-03,10:00,Velachery,125,144,103,22,6.1,1.0
2026-02-03,10:00,Guindy,202,89,163,39,7.0,1.8
2026-02-03,10:00,OMR,194,139,165,29,4.6,1.3
2026-02-03,10:00,Tambaram,85,174,69,16,4.0,1.0
2026-02-03,10:00,Porur,127,143,102,25,3.8,1.1
2026-02-03,10:00,Egmore,90,133,82,8,5.5,1.0
2026-02-03,12:00,Chennai Central,64,118,57,7,3.6,1.0
2026-02-03,12:00,T Nagar,63,136,56,7,4.2,1.0
2026-02-03,12:00,Anna Nagar,85,147,73,12,4.0,1.0
2026-02-03,12:00,Adyar,133,147,124,9,3.9,1.1
2026-02-03,12:00,Velachery,141,169,125,16,5.9,1.0
2026-02-03,12:00,Guindy,148,199,137,11,5.6,1.0
2026-02-03,12:00,OMR,107,133,86,21,6.1,1.0
2026-02-03,12:00,Tambaram,47,157,38,9,5.7,1.1
2026-02-03,12:00,Porur,76,162,63,13,5.0,1.0
2026-02-03,12:00,Egmore,104,104,90,14,3.8,1.0
2026-02-03,14:00,Chennai Central,124,167,116,8,5.2,1.0
2026-02-03,14:00,T Nagar,106,139,87,19,6.3,1.0
2026-02-03,14:00,Anna Nagar,103,190,92,11,3.1,1.1
2026-02-03,14:00,Adyar,50,84,41,9,3.7,1.0
2026-02-03,14:00,Velachery,146,163,119,27,5.6,1.0
2026-02-03,14:00,Guindy,121,101,96,25,4.7,1.1
2026-02-03,14:00,OMR,133,82,125,8,6.3,1.5
2026-02-03,14:00,Tambaram,90,112,71,19,4.2,1.1
2026-02-03,14:00,Porur,99,128,83,16,4.6,1.0
2026-02-03,14:00,Egmore,115,148,100,15,3.2,1.0
2026-02-03,16:00,Chennai Central,157,151,136,21,4.4,1.3
2026-02-03,16:00,T Nagar,171,98,151,20,5.0,1.3
2026-02-03,16:00,Anna Nagar,166,172,151,15,4.8,1.0
2026-02-03,16:00,Adyar,130,128,115,15,6.2,1.1
2026-02-03,16:00,Velachery,133,108,105,28,4.0,1.1
2026-02-03,16:00,Guindy,120,132,104,16,5.9,1.0
2026-02-03,16:00,OMR,155,184,139,16,4.6,1.1
2026-02-03,16:00,Tambaram,134,165,104,30,6.1,1.0
2026-02-03,16:00,Porur,123,120,100,23,6.2,1.2
2026-02-03,16:00,Egmore,185,161,147,38,3.8,1.2
2026-02-03,18:00,Chennai Central,303,140,242,61,7.2,1.8
2026-02-03,18:00,T Nagar,193,78,181,12,6.8,2.0
2026-02-03,18:00,Anna Nagar,149,152,132,17,6.2,1.0
2026-02-03,18:00,Adyar,209,98,169,40,7.4,2.0
2026-02-03,18:00,Velachery,216,80,185,31,8.7,2.0
2026-02-03,18:00,Guindy,248,136,218,30,8.5,1.6
2026-02-03,18:00,OMR,267,92,242,25,9.2,1.5
2026-02-03,18:00,Tambaram,205,158,180,25,5.6,1.1
2026-02-03,18:00,Porur,158,147,130,28,5.9,1.2
2026-02-03,18:00,Egmore,260,159,222,38,7.3,1.6
2026-02-03,20:00,Chennai Central,273,102,228,45,8.1,2.0
2026-02-03,20:00,T Nagar,272,119,221,51,9.0,2.0
2026-02-03,20:00,Anna Nagar,198,108,187,11,5.5,1.5
2026-02-03,20:00,Adyar,140,81,123,17,5.3,1.3
2026-02-03,20:00,Velachery,220,113,172,48,7.7,1.3
2026-02-03,20:00,Guindy,241,83,209,32,8.4,1.5
2026-02-03,20:00,OMR,232,85,215,17,7.3,2.0
2026-02-03,20:00,Tambaram,181,76,156,25,5.8,2.0
2026-02-03,20:00,Porur,138,74,112,26,7.9,1.5
2026-02-03,20:00,Egmore,166,132,137,29,6.8,1.1
2026-02-04,06:00,Chennai Central,156,100,134,22,5.2,1.6
2026-02-04,06:00,T Nagar,195,157,158,37,5.3,1.2
2026-02-04,06:00,Anna Nagar,119,125,104,15,4.3,1.1
2026-02-04,06:00,Adyar,152,81,141,11,6.0,1.5
2026-02-04,06:00,Velachery,138,173,124,14,3.2,1.0
2026-02-04,06:00,Guindy,104,183,97,7,3.7,1.0
2026-02-04,06:00,OMR,141,112,111,30,4.3,1.2
2026-02-04,06:00,Tambaram,131,93,107,24,4.8,1.2
2026-02-04,06:00,Porur,161,182,147,14,4.3,1.0
2026-02-04,06:00,Egmore,132,167,125,7,4.1,1.0
2026-02-04,08:00,Chennai Central,178,84,155,23,8.5,1.8
2026-02-04,08:00,T Nagar,271,102,220,51,7.4,1.5
2026-02-04,08:00,Anna Nagar,215,83,172,43,7.6,1.8
2026-02-04,08:00,Adyar,143,79,123,20,8.0,1.5
2026-02-04,08:00,Velachery,252,108,220,32,7.9,2.0
2026-02-04,08:00,Guindy,218,160,179,39,5.2,1.3
2026-02-04,08:00,OMR,162,137,150,12,6.2,1.3
2026-02-04,08:00,Tambaram,205,119,186,19,7.4,1.6
2026-02-04,08:00,Porur,134,133,105,29,6.1,1.3
2026-02-04,08:00,Egmore,223,104,178,45,7.6,1.8
2026-02-04,10:00,Chennai Central,160,138,151,9,5.0,1.2
2026-02-04,10:00,T Nagar,182,123,169,13,6.3,1.1
2026-02-04,10:00,Anna Nagar,100,186,80,20,3.3,1.1
2026-02-04,10:00,Adyar,140,130,116,24,6.0,1.3
2026-02-04,10:00,Velachery,181,160,154,27,6.0,1.1
2026-02-04,10:00,Guindy,138,128,113,25,5.6,1.2
2026-02-04,10:00,OMR,97,180,85,12,4.3,1.0
2026-02-04,10:00,Tambaram,74,147,63,11,5.4,1.0
2026-02-04,10:00,Porur,133,111,118,15,4.9,1.1
2026-02-04,10:00,Egmore,134,130,110,24,3.5,1.1
2026-02-04,12:00,Chennai Central,81,119,73,8,5.4,1.0
2026-02-04,12:00,T Nagar,170,90,156,14,6.7,1.6
2026-02-04,12:00,Anna Nagar,124,170,110,14,3.2,1.0
2026-02-04,12:00,Adyar,120,161,100,20,5.7,1.0
2026-02-04,12:00,Velachery,155,168,123,32,5.0,1.0
2026-02-04,12:00,Guindy,78,133,70,8,5.5,1.1
2026-02-04,12:00,OMR,58,142,47,11,5.4,1.0
2026-02-04,12:00,Tambaram,45,125,38,7,3.9,1.0
2026-02-04,12:00,Porur,72,83,59,13,5.6,1.0
2026-02-04,12:00,Egmore,62,151,49,13,4.5,1.1
2026-02-04,14:00,Chennai Central,168,107,131,37,5.5,1.5
2026-02-04,14:00,T Nagar,63,178,52,11,3.4,1.0
2026-02-04,14:00,Anna Nagar,70,176,62,8,4.7,1.1
2026-02-04,14:00,Adyar,53,176,44,9,4.8,1.0
2026-02-04,14:00,Velachery,57,94,52,5,6.3,1.0
2026-02-04,14:00,Guindy,100,182,81,19,3.4,1.0
2026-02-04,14:00,OMR,135,95,119,16,4.8,1.3
2026-02-04,14:00,Tambaram,45,122,35,10,5.6,1.0
2026-02-04,14:00,Porur,86,183,71,15,4.5,1.0
2026-02-04,14:00,Egmore,97,123,85,12,3.9,1.0
2026-02-04,16:00,Chennai Central,168,110,145,23,7.9,1.6
2026-02-04,16:00,T Nagar,195,153,158,37,5.8,1.2
2026-02-04,16:00,Anna Nagar,168,107,144,24,6.0,1.5
2026-02-04,16:00,Adyar,161,150,128,33,6.5,1.1
2026-02-04,16:00,Velachery,180,95,145,35,6.5,1.5
2026-02-04,16:00,Guindy,156,78,146,10,5.5,1.3
2026-02-04,16:00,OMR,105,82,94,11,5.9,1.1
2026-02-04,16:00,Tambaram,86,128,74,12,5.1,1.1
2026-02-04,16:00,Porur,162,186,150,12,6.0,1.0
2026-02-04,16:00,Egmore,95,86,84,11,3.8,1.1
2026-02-04,18:00,Chennai Central,301,150,242,59,6.8,2.0
2026-02-04,18:00,T Nagar,237,162,186,51,7.2,1.3
2026-02-04,18:00,Anna Nagar,247,149,212,35,8.5,1.3
2026-02-04,18:00,Adyar,148,115,138,10,5.0,1.3
2026-02-04,18:00,Velachery,194,114,180,14,5.9,1.5
2026-02-04,18:00,Guindy,218,108,196,22,7.9,1.5
2026-02-04,18:00,OMR,268,136,243,25,7.9,1.3
2026-02-04,18:00,Tambaram,200,99,188,12,6.3,1.8
2026-02-04,18:00,Porur,198,141,168,30,6.2,1.1
2026-02-04,18:00,Egmore,200,123,184,16,5.0,1.5
2026-02-04,20:00,Chennai Central,231,72,217,14,8.6,1.8
2026-02-04,20:00,T Nagar,207,141,177,30,6.6,1.2
2026-02-04,20:00,Anna Nagar,205,165,178,27,5.6,1.1
2026-02-04,20:00,Adyar,198,107,179,19,6.6,1.6
2026-02-04,20:00,Velachery,285,168,237,48,9.3,1.5
2026-02-04,20:00,Guindy,219,116,206,13,6.1,1.6
2026-02-04,20:00,OMR,261,130,209,52,9.0,2.0
2026-02-04,20:00,Tambaram,198,98,166,32,7.2,2.0
2026-02-04,20:00,Porur,201,114,175,26,8.0,1.6
2026-02-04,20:00,Egmore,228,107,191,37,9.3,1.8
2026-02-05,06:00,Chennai Central,130,70,111,19,5.9,1.5
2026-02-05,06:00,T Nagar,152,73,143,9,7.3,1.8
2026-02-05,06:00,Anna Nagar,96,74,83,13,7.0,1.2
2026-02-05,06:00,Adyar,167,178,141,26,3.2,1.0
2026-02-05,06:00,Velachery,167,168,153,14,5.2,1.0
2026-02-05,06:00,Guindy,178,151,149,29,3.9,1.2
2026-02-05,06:00,OMR,192,116,181,11,6.8,1.5
2026-02-05,06:00,Tambaram,130,86,110,20,5.4,1.3
2026-02-05,06:00,Porur,171,120,154,17,7.4,1.2
2026-02-05,06:00,Egmore,134,76,115,19,7.7,1.5
2026-02-05,08:00,Chennai Central,199,112,164,35,6.1,1.3
2026-02-05,08:00,T Nagar,211,130,173,38,6.7,1.6
2026-02-05,08:00,Anna Nagar,175,137,156,19,6.9,1.2
2026-02-05,08:00,Adyar,227,71,183,44,8.1,1.5
2026-02-05,08:00,Velachery,228,125,209,19,7.4,1.6
2026-02-05,08:00,Guindy,232,119,193,39,6.8,1.6
2026-02-05,08:00,OMR,210,144,182,28,5.1,1.2
2026-02-05,08:00,Tambaram,217,84,192,25,8.0,1.5
2026-02-05,08:00,Porur,220,92,174,46,7.1,2.0
2026-02-05,08:00,Egmore,174,151,137,37,5.6,1.1
2026-02-05,10:00,Chennai Central,188,174,160,28,5.2,1.3
2026-02-05,10:00,T Nagar,118,85,98,20,5.8,1.1
2026-02-05,10:00,Anna Nagar,138,90,120,18,7.0,1.6
2026-02-05,10:00,Adyar,126,113,98,28,5.4,1.1
2026-02-05,10:00,Velachery,101,178,79,22,4.9,1.0
2026-02-05,10:00,Guindy,196,93,171,25,8.7,1.5
2026-02-05,10:00,OMR,140,87,127,13,6.8,1.5
2026-02-05,10:00,Tambaram,142,163,121,21,5.7,1.0
2026-02-05,10:00,Porur,123,92,103,20,5.9,1.3
2026-02-05,10:00,Egmore,169,96,148,21,5.6,1.3
2026-02-05,12:00,Chennai Central,141,115,124,17,4.8,1.1
2026-02-05,12:00,T Nagar,172,106,156,16,5.0,1.5
2026-02-05,12:00,Anna Nagar,88,126,72,16,4.4,1.0
2026-02-05,12:00,Adyar,76,177,69,7,4.1,1.0
2026-02-05,12:00,Velachery,156,116,148,8,6.5,1.2
2026-02-05,12:00,Guindy,82,116,73,9,3.4,1.0
2026-02-05,12:00,OMR,137,103,113,24,6.6,1.2
2026-02-05,12:00,Tambaram,65,103,53,12,4.7,1.0
2026-02-05,12:00,Porur,60,200,55,5,3.2,1.1
2026-02-05,12:00,Egmore,139,92,127,12,6.0,1.5
2026-02-05,14:00,Chennai Central,123,189,98,25,5.2,1.1
2026-02-05,14:00,T Nagar,120,133,110,10,5.8,1.0
2026-02-05,14:00,Anna Nagar,89,94,79,10,5.0,1.0
2026-02-05,14:00,Adyar,57,139,51,6,4.4,1.0
