Date,Time,DateTime,Zone,DayOfWeekNumber,DayOfWeek,Hour,Weather,Temperature_C,Rainfall_mm,Ride_Requests,Available_Vehicles,Expected_Demand,Demand_Supply_Gap
2026-02-10,17:00,2026-02-10 17:00:00,University Area,1,Tuesday,17,Cloudy,29.8,0.7,98,117,98,-19
2026-02-10,17:00,2026-02-10 17:00:00,Industrial Area,1,Tuesday,17,Cloudy,29.8,0.7,56,67,56,-11
2026-02-10,17:00,2026-02-10 17:00:00,Bus Terminal,1,Tuesday,17,Cloudy,29.8,0.7,105,97,109,12
2026-02-10,18:00,2026-02-10 18:00:00,Central Business District,1,Tuesday,18,Sunny,28.8,0.0,135,140,142,2
2026-02-10,18:00,2026-02-10 18:00:00,Airport,1,Tuesday,18,Sunny,28.8,0.0,73,76,79,3
2026-02-10,18:00,2026-02-10 18:00:00,Railway Station,1,Tuesday,18,Sunny,28.8,0.0,151,145,159,14
2026-02-10,18:00,2026-02-10 18:00:00,IT Park,1,Tuesday,18,Sunny,28.8,0.0,122,126,127,1
2026-02-10,18:00,2026-02-10 18:00:00,Residential North,1,Tuesday,18,Sunny,28.8,0.0,107,132,107,-25
2026-02-10,18:00,2026-02-10 18:00:00,Residential South,1,Tuesday,18,Sunny,28.8,0.0,84,103,90,-13
2026-02-10,18:00,2026-02-10 18:00:00,Shopping District,1,Tuesday,18,Sunny,28.8,0.0,147,117,157,40
2026-02-10,18:00,2026-02-10 18:00:00,University Area,1,Tuesday,18,Sunny,28.8,0.0,91,81,93,12
2026-02-10,18:00,2026-02-10 18:00:00,Industrial Area,1,Tuesday,18,Sunny,28.8,0.0,64,74,68,-6
2026-02-10,18:00,2026-02-10 18:00:00,Bus Terminal,1,Tuesday,18,Sunny,28.8,0.0,118,116,121,5
2026-02-10,19:00,2026-02-10 19:00:00,Central Business District,1,Tuesday,19,Sunny,31.2,0.0,122,122,128,6
2026-02-10,19:00,2026-02-10 19:00:00,Airport,1,Tuesday,19,Sunny,31.2,0.0,103,94,104,10
2026-02-10,19:00,2026-02-10 19:00:00,Railway Station,1,Tuesday,19,Sunny,31.2,0.0,100,88,105,17
2026-02-10,19:00,2026-02-10 19:00:00,IT Park,1,Tuesday,19,Sunny,31.2,0.0,136,141,140,-1
2026-02-10,19:00,2026-02-10 19:00:00,Residential North,1,Tuesday,19,Sunny,31.2,0.0,87,97,87,-10
2026-02-10,19:00,2026-02-10 19:00:00,Residential South,1,Tuesday,19,Sunny,31.2,0.0,70,82,72,-10
2026-02-10,19:00,2026-02-10 19:00:00,Shopping District,1,Tuesday,19,Sunny,31.2,0.0,154,156,154,-2
2026-02-10,19:00,2026-02-10 19:00:00,University Area,1,Tuesday,19,Sunny,31.2,0.0,95,92,96,4
2026-02-10,19:00,2026-02-10 19:00:00,Industrial Area,1,Tuesday,19,Sunny,31.2,0.0,64,73,67,-6
2026-02-10,19:00,2026-02-10 19:00:00,Bus Terminal,1,Tuesday,19,Sunny,31.2,0.0,104,117,108,-9
2026-02-10,20:00,2026-02-10 20:00:00,Central Business District,1,Tuesday,20,Sunny,29.9,0.0,131,126,133,7
2026-02-10,20:00,2026-02-10 20:00:00,Airport,1,Tuesday,20,Sunny,29.9,0.0,149,167,158,-9
2026-02-10,20:00,2026-02-10 20:00:00,Railway Station,1,Tuesday,20,Sunny,29.9,0.0,116,103,117,14
2026-02-10,20:00,2026-02-10 20:00:00,IT Park,1,Tuesday,20,Sunny,29.9,0.0,139,122,136,14
2026-02-10,20:00,2026-02-10 20:00:00,Residential North,1,Tuesday,20,Sunny,29.9,0.0,87,105,87,-18
2026-02-10,20:00,2026-02-10 20:00:00,Residential South,1,Tuesday,20,Sunny,29.9,0.0,73,79,72,-7
2026-02-10,20:00,2026-02-10 20:00:00,Shopping District,1,Tuesday,20,Sunny,29.9,0.0,137,153,135,-18
2026-02-10,20:00,2026-02-10 20:00:00,University Area,1,Tuesday,20,Sunny,29.9,0.0,89,91,91,0
2026-02-10,20:00,2026-02-10 20:00:00,Industrial Area,1,Tuesday,20,Sunny,29.9,0.0,68,79,70,-9
2026-02-10,20:00,2026-02-10 20:00:00,Bus Terminal,1,Tuesday,20,Sunny,29.9,0.0,104,120,108,-12
2026-02-10,21:00,2026-02-10 21:00:00,Central Business District,1,Tuesday,21,Light Rain,28.7,2.2,92,105,92,-13
2026-02-10,21:00,2026-02-10 21:00:00,Airport,1,Tuesday,21,Light Rain,28.7,2.2,113,134,122,-12
2026-02-10,21:00,2026-02-10 21:00:00,Railway Station,1,Tuesday,21,Light Rain,28.7,2.2,113,122,114,-8
2026-02-10,21:00,2026-02-10 21:00:00,IT Park,1,Tuesday,21,Light Rain,28.7,2.2,99,94,106,12
2026-02-10,21:00,2026-02-10 21:00:00,Residential North,1,Tuesday,21,Light Rain,28.7,2.2,61,62,63,1
2026-02-10,21:00,2026-02-10 21:00:00,Residential South,1,Tuesday,21,Light Rain,28.7,2.2,52,57,55,-2
2026-02-10,21:00,2026-02-10 21:00:00,Shopping District,1,Tuesday,21,Light Rain,28.7,2.2,95,92,102,10
2026-02-10,21:00,2026-02-10 21:00:00,University Area,1,Tuesday,21,Light Rain,28.7,2.2,73,85,76,-9
2026-02-10,21:00,2026-02-10 21:00:00,Industrial Area,1,Tuesday,21,Light Rain,28.7,2.2,42,67,43,-24
2026-02-10,21:00,2026-02-10 21:00:00,Bus Terminal,1,Tuesday,21,Light Rain,28.7,2.2,85,82,89,7
2026-02-10,22:00,2026-02-10 22:00:00,Central Business District,1,Tuesday,22,Sunny,30.3,0.0,140,148,140,-8
2026-02-10,22:00,2026-02-10 22:00:00,Airport,1,Tuesday,22,Sunny,30.3,0.0,84,109,86,-23
2026-02-10,22:00,2026-02-10 22:00:00,Railway Station,1,Tuesday,22,Sunny,30.3,0.0,75,67,78,11
2026-02-10,22:00,2026-02-10 22:00:00,IT Park,1,Tuesday,22,Sunny,30.3,0.0,85,87,86,-1
2026-02-10,22:00,2026-02-10 22:00:00,Residential North,1,Tuesday,22,Sunny,30.3,0.0,51,56,54,-2
2026-02-10,22:00,2026-02-10 22:00:00,Residential South,1,Tuesday,22,Sunny,30.3,0.0,56,62,59,-3
2026-02-10,22:00,2026-02-10 22:00:00,Shopping District,1,Tuesday,22,Sunny,30.3,0.0,77,71,81,10
2026-02-10,22:00,2026-02-10 22:00:00,University Area,1,Tuesday,22,Sunny,30.3,0.0,60,75,62,-13
2026-02-10,22:00,2026-02-10 22:00:00,Industrial Area,1,Tuesday,22,Sunny,30.3,0.0,39,49,40,-9
2026-02-10,22:00,2026-02-10 22:00:00,Bus Terminal,1,Tuesday,22,Sunny,30.3,0.0,72,77,74,-3
2026-02-10,23:00,2026-02-10 23:00:00,Central Business District,1,Tuesday,23,Cloudy,28.9,0.9,50,57,52,-5
2026-02-10,23:00,2026-02-10 23:00:00,Airport,1,Tuesday,23,Cloudy,28.9,0.9,47,60,48,-12
2026-02-10,23:00,2026-02-10 23:00:00,Railway Station,1,Tuesday,23,Cloudy,28.9,0.9,49,55,50,-5
2026-02-10,23:00,2026-02-10 23:00:00,IT Park,1,Tuesday,23,Cloudy,28.9,0.9,40,44,41,-3
2026-02-10,23:00,2026-02-10 23:00:00,Residential North,1,Tuesday,23,Cloudy,28.9,0.9,26,33,27,-6
2026-02-10,23:00,2026-02-10 23:00:00,Residential South,1,Tuesday,23,Cloudy,28.9,0.9,29,39,30,-9
2026-02-10,23:00,2026-02-10 23:00:00,Shopping District,1,Tuesday,23,Cloudy,28.9,0.9,40,58,43,-15
2026-02-10,23:00,2026-02-10 23:00:00,University Area,1,Tuesday,23,Cloudy,28.9,0.9,34,54,35,-19
2026-02-10,23:00,2026-02-10 23:00:00,Industrial Area,1,Tuesday,23,Cloudy,28.9,0.9,28,35,28,-7
2026-02-10,23:00,2026-02-10 23:00:00,Bus Terminal,1,Tuesday,23,Cloudy,28.9,0.9,56,78,58,-20
2026-02-11,00:00,2026-02-11 00:00:00,Central Business District,2,Wednesday,0,Light Rain,24.3,1.3,54,64,54,-10
2026-02-11,00:00,2026-02-11 00:00:00,Airport,2,Wednesday,0,Light Rain,24.3,1.3,37,26,38,12
2026-02-11,00:00,2026-02-11 00:00:00,Railway Station,2,Wednesday,0,Light Rain,24.3,1.3,54,59,57,-2
2026-02-11,00:00,2026-02-11 00:00:00,IT Park,2,Wednesday,0,Light Rain,24.3,1.3,36,59,37,-22
2026-02-11,00:00,2026-02-11 00:00:00,Residential North,2,Wednesday,0,Light Rain,24.3,1.3,27,47,27,-20
2026-02-11,00:00,2026-02-11 00:00:00,Residential South,2,Wednesday,0,Light Rain,24.3,1.3,27,34,27,-7
2026-02-11,00:00,2026-02-11 00:00:00,Shopping District,2,Wednesday,0,Light Rain,24.3,1.3,36,38,37,-1
2026-02-11,00:00,2026-02-11 00:00:00,University Area,2,Wednesday,0,Light Rain,24.3,1.3,28,49,28,-21
2026-02-11,00:00,2026-02-11 00:00:00,Industrial Area,2,Wednesday,0,Light Rain,24.3,1.3,17,32,17,-15
2026-02-11,00:00,2026-02-11 00:00:00,Bus Terminal,2,Wednesday,0,Light Rain,24.3,1.3,36,57,36,-21
2026-02-11,01:00,2026-02-11 01:00:00,Central Business District,2,Wednesday,1,Sunny,30.0,0.0,42,44,44,0
2026-02-11,01:00,2026-02-11 01:00:00,Airport,2,Wednesday,1,Sunny,30.0,0.0,24,34,24,-10
2026-02-11,01:00,2026-02-11 01:00:00,Railway Station,2,Wednesday,1,Sunny,30.0,0.0,41,50,43,-7
2026-02-11,01:00,2026-02-11 01:00:00,IT Park,2,Wednesday,1,Sunny,30.0,0.0,39,50,40,-10
2026-02-11,01:00,2026-02-11 01:00:00,Residential North,2,Wednesday,1,Sunny,30.0,0.0,21,22,22,0
2026-02-11,01:00,2026-02-11 01:00:00,Residential South,2,Wednesday,1,Sunny,30.0,0.0,23,42,24,-18
2026-02-11,01:00,2026-02-11 01:00:00,Shopping District,2,Wednesday,1,Sunny,30.0,0.0,28,47,30,-17
2026-02-11,01:00,2026-02-11 01:00:00,University Area,2,Wednesday,1,Sunny,30.0,0.0,17,11,17,6
2026-02-11,01:00,2026-02-11 01:00:00,Industrial Area,2,Wednesday,1,Sunny,30.0,0.0,26,39,28,-11
2026-02-11,01:00,2026-02-11 01:00:00,Bus Terminal,2,Wednesday,1,Sunny,30.0,0.0,30,54,31,-23
2026-02-11,02:00,2026-02-11 02:00:00,Central Business District,2,Wednesday,2,Sunny,28.5,0.0,42,42,44,2
2026-02-11,02:00,2026-02-11 02:00:00,Airport,2,Wednesday,2,Sunny,28.5,0.0,27,22,29,7
2026-02-11,02:00,2026-02-11 02:00:00,Railway Station,2,Wednesday,2,Sunny,28.5,0.0,37,32,37,5
2026-02-11,02:00,2026-02-11 02:00:00,IT Park,2,Wednesday,2,Sunny,28.5,0.0,37,56,39,-17
2026-02-11,02:00,2026-02-11 02:00:00,Residential North,2,Wednesday,2,Sunny,28.5,0.0,29,45,30,-15
2026-02-11,02:00,2026-02-11 02:00:00,Residential South,2,Wednesday,2,Sunny,28.5,0.0,19,30,19,-11
2026-02-11,02:00,2026-02-11 02:00:00,Shopping District,2,Wednesday,2,Sunny,28.5,0.0,30,43,31,-12
2026-02-11,02:00,2026-02-11 02:00:00,University Area,2,Wednesday,2,Sunny,28.5,0.0,34,44,33,-11
2026-02-11,02:00,2026-02-11 02:00:00,Industrial Area,2,Wednesday,2,Sunny,28.5,0.0,16,34,17,-17
2026-02-11,02:00,2026-02-11 02:00:00,Bus Terminal,2,Wednesday,2,Sunny,28.5,0.0,41,45,43,-2
2026-02-11,03:00,2026-02-11 03:00:00,Central Business District,2,Wednesday,3,Sunny,31.9,0.0,57,76,60,-16
2026-02-11,03:00,2026-02-11 03:00:00,Airport,2,Wednesday,3,Sunny,31.9,0.0,36,49,36,-13
2026-02-11,03:00,2026-02-11 03:00:00,Railway Station,2,Wednesday,3,Sunny,31.9,0.0,53,69,57,-12
2026-02-11,03:00,2026-02-11 03:00:00,IT Park,2,Wednesday,3,Sunny,31.9,0.0,39,53,39,-14
2026-02-11,03:00,2026-02-11 03:00:00,Residential North,2,Wednesday,3,Sunny,31.9,0.0,24,25,25,0
2026-02-11,03:00,2026-02-11 03:00:00,Residential South,2,Wednesday,3,Sunny,31.9,0.0,33,49,34,-15
2026-02-11,03:00,2026-02-11 03:00:00,Shopping District,2,Wednesday,3,Sunny,31.9,0.0,41,53,41,-12
2026-02-11,03:00,2026-02-11 03:00:00,University Area,2,Wednesday,3,Sunny,31.9,0.0,28,55,30,-25
2026-02-11,03:00,2026-02-11 03:00:00,Industrial Area,2,Wednesday,3,Sunny,31.9,0.0,25,36,26,-10
2026-02-11,03:00,2026-02-11 03:00:00,Bus Terminal,2,Wednesday,3,Sunny,31.9,0.0,36,50,37,-13
2026-02-11,04:00,2026-02-11 04:00:00,Central Business District,2,Wednesday,4,Sunny,29.1,0.0,68,64,67,3
2026-02-11,04:00,2026-02-11 04:00:00,Airport,2,Wednesday,4,Sunny,29.1,0.0,37,58,38,-20
2026-02-11,04:00,2026-02-11 04:00:00,Railway Station,2,Wednesday,4,Sunny,29.1,0.0,59,63,61,-2
2026-02-11,04:00,2026-02-11 04:00:00,IT Park,2,Wednesday,4,Sunny,29.1,0.0,49,62,51,-11
2026-02-11,04:00,2026-02-11 04:00:00,Residential North,2,Wednesday,4,Sunny,29.1,0.0,28,39,28,-11
2026-02-11,04:00,2026-02-11 04:00:00,Residential South,2,Wednesday,4,Sunny,29.1,0.0,24,51,25,-26
2026-02-11,04:00,2026-02-11 04:00:00,Shopping District,2,Wednesday,4,Sunny,29.1,0.0,37,61,37,-24
2026-02-11,04:00,2026-02-11 04:00:00,University Area,2,Wednesday,4,Sunny,29.1,0.0,30,29,30,1
2026-02-11,04:00,2026-02-11 04:00:00,Industrial Area,2,Wednesday,4,Sunny,29.1,0.0,17,39,17,-22
2026-02-11,04:00,2026-02-11 04:00:00,Bus Terminal,2,Wednesday,4,Sunny,29.1,0.0,45,42,48,6
2026-02-11,05:00,2026-02-11 05:00:00,Central Business District,2,Wednesday,5,Cloudy,28.2,0.3,52,73,52,-21
2026-02-11,05:00,2026-02-11 05:00:00,Airport,2,Wednesday,5,Cloudy,28.2,0.3,59,88,61,-27
2026-02-11,05:00,2026-02-11 05:00:00,Railway Station,2,Wednesday,5,Cloudy,28.2,0.3,59,73,64,-9
2026-02-11,05:00,2026-02-11 05:00:00,IT Park,2,Wednesday,5,Cloudy,28.2,0.3,40,51,40,-11
2026-02-11,05:00,2026-02-11 05:00:00,Residential North,2,Wednesday,5,Cloudy,28.2,0.3,27,33,27,-6
2026-02-11,05:00,2026-02-11 05:00:00,Residential South,2,Wednesday,5,Cloudy,28.2,0.3,30,44,31,-13
2026-02-11,05:00,2026-02-11 05:00:00,Shopping District,2,Wednesday,5,Cloudy,28.2,0.3,40,57,42,-15
2026-02-11,05:00,2026-02-11 05:00:00,University Area,2,Wednesday,5,Cloudy,28.2,0.3,32,32,33,1
2026-02-11,05:00,2026-02-11 05:00:00,Industrial Area,2,Wednesday,5,Cloudy,28.2,0.3,35,53,36,-17
2026-02-11,05:00,2026-02-11 05:00:00,Bus Terminal,2,Wednesday,5,Cloudy,28.2,0.3,38,52,38,-14
2026-02-11,06:00,2026-02-11 06:00:00,Central Business District,2,Wednesday,6,Sunny,31.1,0.0,54,47,58,11
2026-02-11,06:00,2026-02-11 06:00:00,Airport,2,Wednesday,6,Sunny,31.1,0.0,57,70,58,-12
2026-02-11,06:00,2026-02-11 06:00:00,Railway Station,2,Wednesday,6,Sunny,31.1,0.0,50,67,54,-13
2026-02-11,06:00,2026-02-11 06:00:00,IT Park,2,Wednesday,6,Sunny,31.1,0.0,43,70,44,-26
2026-02-11,06:00,2026-02-11 06:00:00,Residential North,2,Wednesday,6,Sunny,31.1,0.0,30,40,33,-7
2026-02-11,06:00,2026-02-11 06:00:00,Residential South,2,Wednesday,6,Sunny,31.1,0.0,27,20,28,8
2026-02-11,06:00,2026-02-11 06:00:00,Shopping District,2,Wednesday,6,Sunny,31.1,0.0,39,61,39,-22
2026-02-11,06:00,2026-02-11 06:00:00,University Area,2,Wednesday,6,Sunny,31.1,0.0,29,45,30,-15
2026-02-11,06:00,2026-02-11 06:00:00,Industrial Area,2,Wednesday,6,Sunny,31.1,0.0,21,38,22,-16
2026-02-11,06:00,2026-02-11 06:00:00,Bus Terminal,2,Wednesday,6,Sunny,31.1,0.0,52,76,53,-23
2026-02-11,07:00,2026-02-11 07:00:00,Central Business District,2,Wednesday,7,Cloudy,27.5,0.9,117,92,121,29
2026-02-11,07:00,2026-02-11 07:00:00,Airport,2,Wednesday,7,Cloudy,27.5,0.9,116,121,122,1
2026-02-11,07:00,2026-02-11 07:00:00,Railway Station,2,Wednesday,7,Cloudy,27.5,0.9,120,108,127,19
2026-02-11,07:00,2026-02-11 07:00:00,IT Park,2,Wednesday,7,Cloudy,27.5,0.9,134,120,137,17
2026-02-11,07:00,2026-02-11 07:00:00,Residential North,2,Wednesday,7,Cloudy,27.5,0.9,77,108,78,-30
2026-02-11,07:00,2026-02-11 07:00:00,Residential South,2,Wednesday,7,Cloudy,27.5,0.9,78,96,84,-12
2026-02-11,07:00,2026-02-11 07:00:00,Shopping District,2,Wednesday,7,Cloudy,27.5,0.9,101,99,99,0
2026-02-11,07:00,2026-02-11 07:00:00,University Area,2,Wednesday,7,Cloudy,27.5,0.9,76,104,75,-29
2026-02-11,07:00,2026-02-11 07:00:00,Industrial Area,2,Wednesday,7,Cloudy,27.5,0.9,66,66,71,5
2026-02-11,07:00,2026-02-11 07:00:00,Bus Terminal,2,Wednesday,7,Cloudy,27.5,0.9,117,117,123,6
2026-02-11,08:00,2026-02-11 08:00:00,Central Business District,2,Wednesday,8,Light Rain,26.8,4.0,147,136,150,14
2026-02-11,08:00,2026-02-11 08:00:00,Airport,2,Wednesday,8,Light Rain,26.8,4.0,135,131,135,4
2026-02-11,08:00,2026-02-11 08:00:00,Railway Station,2,Wednesday,8,Light Rain,26.8,4.0,143,131,151,20
2026-02-11,08:00,2026-02-11 08:00:00,IT Park,2,Wednesday,8,Light Rain,26.8,4.0,127,141,127,-14
2026-02-11,08:00,2026-02-11 08:00:00,Residential North,2,Wednesday,8,Light Rain,26.8,4.0,90,84,91,7
2026-02-11,08:00,2026-02-11 08:00:00,Residential South,2,Wednesday,8,Light Rain,26.8,4.0,79,63,85,22
2026-02-11,08:00,2026-02-11 08:00:00,Shopping District,2,Wednesday,8,Light Rain,26.8,4.0,128,167,134,-33
2026-02-11,08:00,2026-02-11 08:00:00,University Area,2,Wednesday,8,Light Rain,26.8,4.0,105,70,108,38
2026-02-11,08:00,2026-02-11 08:00:00,Industrial Area,2,Wednesday,8,Light Rain,26.8,4.0,63,81,65,-16
2026-02-11,08:00,2026-02-11 08:00:00,Bus Terminal,2,Wednesday,8,Light Rain,26.8,4.0,115,100,121,21
2026-02-11,09:00,2026-02-11 09:00:00,Central Business District,2,Wednesday,9,Sunny,33.5,0.0,150,149,152,3
2026-02-11,09:00,2026-02-11 09:00:00,Airport,2,Wednesday,9,Sunny,33.5,0.0,98,95,105,10
2026-02-11,09:00,2026-02-11 09:00:00,Railway Station,2,Wednesday,9,Sunny,33.5,0.0,109,102,112,10
2026-02-11,09:00,2026-02-11 09:00:00,IT Park,2,Wednesday,9,Sunny,33.5,0.0,146,138,153,15
2026-02-11,09:00,2026-02-11 09:00:00,Residential North,2,Wednesday,9,Sunny,33.5,0.0,70,57,72,15
2026-02-11,09:00,2026-02-11 09:00:00,Residential South,2,Wednesday,9,Sunny,33.5,0.0,57,71,60,-11
2026-02-11,09:00,2026-02-11 09:00:00,Shopping District,2,Wednesday,9,Sunny,33.5,0.0,113,118,117,-1
2026-02-11,09:00,2026-02-11 09:00:00,University Area,2,Wednesday,9,Sunny,33.5,0.0,98,92,101,9
2026-02-11,09:00,2026-02-11 09:00:00,Industrial Area,2,Wednesday,9,Sunny,33.5,0.0,65,86,67,-19
2026-02-11,09:00,2026-02-11 09:00:00,Bus Terminal,2,Wednesday,9,Sunny,33.5,0.0,95,108,92,-16
2026-02-11,10:00,2026-02-11 10:00:00,Central Business District,2,Wednesday,10,Sunny,33.6,0.0,89,83,95,12
2026-02-11,10:00,2026-02-11 10:00:00,Airport,2,Wednesday,10,Sunny,33.6,0.0,55,61,55,-6
2026-02-11,10:00,2026-02-11 10:00:00,Railway Station,2,Wednesday,10,Sunny,33.6,0.0,89,99,91,-8
2026-02-11,10:00,2026-02-11 10:00:00,IT Park,2,Wednesday,10,Sunny,33.6,0.0,79,76,83,7
2026-02-11,10:00,2026-02-11 10:00:00,Residential North,2,Wednesday,10,Sunny,33.6,0.0,49,53,51,-2
2026-02-11,10:00,2026-02-11 10:00:00,Residential South,2,Wednesday,10,Sunny,33.6,0.0,44,55,44,-11
2026-02-11,10:00,2026-02-11 10:00:00,Shopping District,2,Wednesday,10,Sunny,33.6,0.0,71,91,75,-16
2026-02-11,10:00,2026-02-11 10:00:00,University Area,2,Wednesday,10,Sunny,33.6,0.0,58,75,61,-14
2026-02-11,10:00,2026-02-11 10:00:00,Industrial Area,2,Wednesday,10,Sunny,33.6,0.0,33,47,34,-13
2026-02-11,10:00,2026-02-11 10:00:00,Bus Terminal,2,Wednesday,10,Sunny,33.6,0.0,61,61,62,1
2026-02-11,11:00,2026-02-11 11:00:00,Central Business District,2,Wednesday,11,Light Rain,27.2,7.4,117,112,123,11
2026-02-11,11:00,2026-02-11 11:00:00,Airport,2,Wednesday,11,Light Rain,27.2,7.4,73,91,80,-11
2026-02-11,11:00,2026-02-11 11:00:00,Railway Station,2,Wednesday,11,Light Rain,27.2,7.4,105,131,109,-22
2026-02-11,11:00,2026-02-11 11:00:00,IT Park,2,Wednesday,11,Light Rain,27.2,7.4,79,82,81,-1
2026-02-11,11:00,2026-02-11 11:00:00,Residential North,2,Wednesday,11,Light Rain,27.2,7.4,43,42,45,3
2026-02-11,11:00,2026-02-11 11:00:00,Residential South,2,Wednesday,11,Light Rain,27.2,7.4,56,59,59,0
2026-02-11,11:00,2026-02-11 11:00:00,Shopping District,2,Wednesday,11,Light Rain,27.2,7.4,87,91,91,0
2026-02-11,11:00,2026-02-11 11:00:00,University Area,2,Wednesday,11,Light Rain,27.2,7.4,55,70,57,-13
2026-02-11,11:00,2026-02-11 11:00:00,Industrial Area,2,Wednesday,11,Light Rain,27.2,7.4,50,54,50,-4
2026-02-11,11:00,2026-02-11 11:00:00,Bus Terminal,2,Wednesday,11,Light Rain,27.2,7.4,80,93,84,-9
2026-02-11,12:00,2026-02-11 12:00:00,Central Business District,2,Wednesday,12,Sunny,30.9,0.0,86,94,95,1
2026-02-11,12:00,2026-02-11 12:00:00,Airport,2,Wednesday,12,Sunny,30.9,0.0,63,61,66,5
2026-02-11,12:00,2026-02-11 12:00:00,Railway Station,2,Wednesday,12,Sunny,30.9,0.0,99,95,106,11
2026-02-11,12:00,2026-02-11 12:00:00,IT Park,2,Wednesday,12,Sunny,30.9,0.0,78,89,80,-9
2026-02-11,12:00,2026-02-11 12:00:00,Residential North,2,Wednesday,12,Sunny,30.9,0.0,41,47,42,-5
2026-02-11,12:00,2026-02-11 12:00:00,Residential South,2,Wednesday,12,Sunny,30.9,0.0,38,47,40,-7
2026-02-11,12:00,2026-02-11 12:00:00,Shopping District,2,Wednesday,12,Sunny,30.9,0.0,65,85,68,-17
2026-02-11,12:00,2026-02-11 12:00:00,University Area,2,Wednesday,12,Sunny,30.9,0.0,37,40,39,-1
2026-02-11,12:00,2026-02-11 12:00:00,Industrial Area,2,Wednesday,12,Sunny,30.9,0.0,34,46,34,-12
2026-02-11,12:00,2026-02-11 12:00:00,Bus Terminal,2,Wednesday,12,Sunny,30.9,0.0,77,91,81,-10
2026-02-11,13:00,2026-02-11 13:00:00,Central Business District,2,Wednesday,13,Sunny,29.7,0.0,76,64,81,17
2026-02-11,13:00,2026-02-11 13:00:00,Airport,2,Wednesday,13,Sunny,29.7,0.0,67,63,69,6
2026-02-11,13:00,2026-02-11 13:00:00,Railway Station,2,Wednesday,13,Sunny,29.7,0.0,76,90,80,-10
2026-02-11,13:00,2026-02-11 13:00:00,IT Park,2,Wednesday,13,Sunny,29.7,0.0,60,69,64,-5
2026-02-11,13:00,2026-02-11 13:00:00,Residential North,2,Wednesday,13,Sunny,29.7,0.0,46,59,46,-13
2026-02-11,13:00,2026-02-11 13:00:00,Residential South,2,Wednesday,13,Sunny,29.7,0.0,40,45,42,-3
2026-02-11,13:00,2026-02-11 13:00:00,Shopping District,2,Wednesday,13,Sunny,29.7,0.0,59,80,61,-19
2026-02-11,13:00,2026-02-11 13:00:00,University Area,2,Wednesday,13,Sunny,29.7,0.0,58,79,57,-22
2026-02-11,13:00,2026-02-11 13:00:00,Industrial Area,2,Wednesday,13,Sunny,29.7,0.0,37,57,37,-20
2026-02-11,13:00,2026-02-11 13:00:00,Bus Terminal,2,Wednesday,13,Sunny,29.7,0.0,64,67,68,1
2026-02-11,14:00,2026-02-11 14:00:00,Central Business District,2,Wednesday,14,Sunny,29.3,0.0,83,81,86,5
2026-02-11,14:00,2026-02-11 14:00:00,Airport,2,Wednesday,14,Sunny,29.3,0.0,67,80,66,-14
2026-02-11,14:00,2026-02-11 14:00:00,Railway Station,2,Wednesday,14,Sunny,29.3,0.0,75,96,79,-17
2026-02-11,14:00,2026-02-11 14:00:00,IT Park,2,Wednesday,14,Sunny,29.3,0.0,77,72,80,8
2026-02-11,14:00,2026-02-11 14:00:00,Residential North,2,Wednesday,14,Sunny,29.3,0.0,46,59,47,-12
2026-02-11,14:00,2026-02-11 14:00:00,Residential South,2,Wednesday,14,Sunny,29.3,0.0,42,73,43,-30
2026-02-11,14:00,2026-02-11 14:00:00,Shopping District,2,Wednesday,14,Sunny,29.3,0.0,71,70,73,3
2026-02-11,14:00,2026-02-11 14:00:00,University Area,2,Wednesday,14,Sunny,29.3,0.0,56,76,58,-18
2026-02-11,14:00,2026-02-11 14:00:00,Industrial Area,2,Wednesday,14,Sunny,29.3,0.0,37,48,37,-11
2026-02-11,14:00,2026-02-11 14:00:00,Bus Terminal,2,Wednesday,14,Sunny,29.3,0.0,73,88,75,-13
2026-02-11,15:00,2026-02-11 15:00:00,Central Business District,2,Wednesday,15,Sunny,29.5,0.0,97,94,99,5
2026-02-11,15:00,2026-02-11 15:00:00,Airport,2,Wednesday,15,Sunny,29.5,0.0,61,79,62,-17
2026-02-11,15:00,2026-02-11 15:00:00,Railway Station,2,Wednesday,15,Sunny,29.5,0.0,72,70,72,2
2026-02-11,15:00,2026-02-11 15:00:00,IT Park,2,Wednesday,15,Sunny,29.5,0.0,79,93,79,-14
2026-02-11,15:00,2026-02-11 15:00:00,Residential North,2,Wednesday,15,Sunny,29.5,0.0,41,52,40,-12
2026-02-11,15:00,2026-02-11 15:00:00,Residential South,2,Wednesday,15,Sunny,29.5,0.0,47,68,48,-20
2026-02-11,15:00,2026-02-11 15:00:00,Shopping District,2,Wednesday,15,Sunny,29.5,0.0,67,46,69,23
2026-02-11,15:00,2026-02-11 15:00:00,University Area,2,Wednesday,15,Sunny,29.5,0.0,45,66,48,-18
2026-02-11,15:00,2026-02-11 15:00:00,Industrial Area,2,Wednesday,15,Sunny,29.5,0.0,40,42,41,-1
2026-02-11,15:00,2026-02-11 15:00:00,Bus Terminal,2,Wednesday,15,Sunny,29.5,0.0,55,59,57,-2
2026-02-11,16:00,2026-02-11 16:00:00,Central Business District,2,Wednesday,16,Sunny,28.1,0.0,83,97,85,-12
2026-02-11,16:00,2026-02-11 16:00:00,Airport,2,Wednesday,16,Sunny,28.1,0.0,66,74,64,-10
