Date,Time,DateTime,Zone,Demand,Available_Vehicles,Weather,Avg_Delay_Min
2026-02-03,21:00,2026-02-03 21:00:00,East,80,137,Clear,5.6
2026-02-03,21:00,2026-02-03 21:00:00,West,74,182,Clear,5.9
2026-02-03,22:00,2026-02-03 22:00:00,Central,124,264,Rain,8.2
2026-02-03,22:00,2026-02-03 22:00:00,North,92,191,Clear,3.5
2026-02-03,22:00,2026-02-03 22:00:00,South,97,235,Cloudy,2.1
2026-02-03,22:00,2026-02-03 22:00:00,East,73,141,Cloudy,5.6
2026-02-03,22:00,2026-02-03 22:00:00,West,77,165,Clear,5.1
2026-02-03,23:00,2026-02-03 23:00:00,Central,134,265,Clear,5.2
2026-02-03,23:00,2026-02-03 23:00:00,North,90,198,Clear,4.3
2026-02-03,23:00,2026-02-03 23:00:00,South,95,200,Clear,6.2
2026-02-03,23:00,2026-02-03 23:00:00,East,65,168,Clear,5.7
2026-02-03,23:00,2026-02-03 23:00:00,West,83,194,Clear,7.0
2026-02-04,00:00,2026-02-04 00:00:00,Central,124,261,Clear,6.8
2026-02-04,00:00,2026-02-04 00:00:00,North,100,180,Cloudy,4.0
2026-02-04,00:00,2026-02-04 00:00:00,South,102,214,Cloudy,7.0
2026-02-04,00:00,2026-02-04 00:00:00,East,68,145,Rain,7.6
2026-02-04,00:00,2026-02-04 00:00:00,West,92,171,Clear,4.1
2026-02-04,01:00,2026-02-04 01:00:00,Central,123,261,Clear,4.2
2026-02-04,01:00,2026-02-04 01:00:00,North,95,170,Cloudy,4.3
2026-02-04,01:00,2026-02-04 01:00:00,South,112,209,Cloudy,8.9
2026-02-04,01:00,2026-02-04 01:00:00,East,71,146,Clear,2.1
2026-02-04,01:00,2026-02-04 01:00:00,West,73,176,Clear,3.8
2026-02-04,02:00,2026-02-04 02:00:00,Central,124,249,Clear,5.3
2026-02-04,02:00,2026-02-04 02:00:00,North,76,150,Clear,4.6
2026-02-04,02:00,2026-02-04 02:00:00,South,96,218,Clear,5.0
2026-02-04,02:00,2026-02-04 02:00:00,East,86,111,Clear,4.8
2026-02-04,02:00,2026-02-04 02:00:00,West,110,174,Clear,6.7
2026-02-04,03:00,2026-02-04 03:00:00,Central,134,240,Clear,3.2
2026-02-04,03:00,2026-02-04 03:00:00,North,96,183,Clear,5.9
2026-02-04,03:00,2026-02-04 03:00:00,South,107,214,Cloudy,6.4
2026-02-04,03:00,2026-02-04 03:00:00,East,92,146,Heavy Rain,12.9
2026-02-04,03:00,2026-02-04 03:00:00,West,80,158,Clear,6.6
2026-02-04,04:00,2026-02-04 04:00:00,Central,119,247,Cloudy,4.0
2026-02-04,04:00,2026-02-04 04:00:00,North,75,176,Clear,6.9
2026-02-04,04:00,2026-02-04 04:00:00,South,96,219,Rain,6.0
2026-02-04,04:00,2026-02-04 04:00:00,East,73,148,Cloudy,4.8
2026-02-04,04:00,2026-02-04 04:00:00,West,83,170,Clear,2.5
2026-02-04,05:00,2026-02-04 05:00:00,Central,142,265,Clear,6.3
2026-02-04,05:00,2026-02-04 05:00:00,North,80,230,Clear,5.2
2026-02-04,05:00,2026-02-04 05:00:00,South,112,204,Rain,10.0
2026-02-04,05:00,2026-02-04 05:00:00,East,83,143,Rain,9.0
2026-02-04,05:00,2026-02-04 05:00:00,West,79,184,Cloudy,4.9
2026-02-04,06:00,2026-02-04 06:00:00,Central,129,259,Cloudy,3.9
2026-02-04,06:00,2026-02-04 06:00:00,North,114,181,Heavy Rain,15.9
2026-02-04,06:00,2026-02-04 06:00:00,South,110,205,Clear,4.7
2026-02-04,06:00,2026-02-04 06:00:00,East,84,115,Rain,8.9
2026-02-04,06:00,2026-02-04 06:00:00,West,71,186,Rain,7.2
2026-02-04,07:00,2026-02-04 07:00:00,Central,322,225,Clear,11.1
2026-02-04,07:00,2026-02-04 07:00:00,North,251,136,Rain,15.4
2026-02-04,07:00,2026-02-04 07:00:00,South,224,182,Clear,7.6
2026-02-04,07:00,2026-02-04 07:00:00,East,199,133,Rain,11.3
2026-02-04,07:00,2026-02-04 07:00:00,West,178,149,Clear,5.5
2026-02-04,08:00,2026-02-04 08:00:00,Central,325,234,Clear,8.8
2026-02-04,08:00,2026-02-04 08:00:00,North,234,171,Clear,10.8
2026-02-04,08:00,2026-02-04 08:00:00,South,250,174,Cloudy,7.8
2026-02-04,08:00,2026-02-04 08:00:00,East,162,119,Clear,5.9
2026-02-04,08:00,2026-02-04 08:00:00,West,213,159,Clear,8.5
2026-02-04,09:00,2026-02-04 09:00:00,Central,276,237,Clear,7.5
2026-02-04,09:00,2026-02-04 09:00:00,North,199,168,Clear,7.8
2026-02-04,09:00,2026-02-04 09:00:00,South,251,178,Clear,8.7
2026-02-04,09:00,2026-02-04 09:00:00,East,145,115,Clear,7.7
2026-02-04,09:00,2026-02-04 09:00:00,West,239,137,Rain,14.7
2026-02-04,10:00,2026-02-04 10:00:00,Central,214,259,Cloudy,5.3
2026-02-04,10:00,2026-02-04 10:00:00,North,165,169,Clear,3.0
2026-02-04,10:00,2026-02-04 10:00:00,South,181,214,Cloudy,6.8
2026-02-04,10:00,2026-02-04 10:00:00,East,122,156,Clear,3.8
2026-02-04,10:00,2026-02-04 10:00:00,West,155,182,Clear,6.2
2026-02-04,11:00,2026-02-04 11:00:00,Central,234,249,Rain,8.3
2026-02-04,11:00,2026-02-04 11:00:00,North,158,185,Clear,4.6
2026-02-04,11:00,2026-02-04 11:00:00,South,195,204,Clear,4.2
2026-02-04,11:00,2026-02-04 11:00:00,East,136,113,Clear,6.4
2026-02-04,11:00,2026-02-04 11:00:00,West,156,180,Cloudy,6.5
2026-02-04,12:00,2026-02-04 12:00:00,Central,277,266,Clear,6.5
2026-02-04,12:00,2026-02-04 12:00:00,North,164,173,Rain,10.4
2026-02-04,12:00,2026-02-04 12:00:00,South,169,228,Cloudy,6.3
2026-02-04,12:00,2026-02-04 12:00:00,East,154,151,Rain,9.7
2026-02-04,12:00,2026-02-04 12:00:00,West,142,172,Clear,6.4
2026-02-04,13:00,2026-02-04 13:00:00,Central,217,257,Clear,6.3
2026-02-04,13:00,2026-02-04 13:00:00,North,152,195,Clear,4.0
2026-02-04,13:00,2026-02-04 13:00:00,South,245,231,Heavy Rain,16.4
2026-02-04,13:00,2026-02-04 13:00:00,East,130,145,Clear,4.2
2026-02-04,13:00,2026-02-04 13:00:00,West,126,165,Clear,5.9
2026-02-04,14:00,2026-02-04 14:00:00,Central,215,287,Clear,5.5
2026-02-04,14:00,2026-02-04 14:00:00,North,147,179,Clear,4.9
2026-02-04,14:00,2026-02-04 14:00:00,South,163,198,Clear,5.4
2026-02-04,14:00,2026-02-04 14:00:00,East,163,128,Heavy Rain,17.8
2026-02-04,14:00,2026-02-04 14:00:00,West,133,160,Clear,5.5
2026-02-04,15:00,2026-02-04 15:00:00,Central,252,258,Clear,4.7
2026-02-04,15:00,2026-02-04 15:00:00,North,182,177,Rain,8.3
2026-02-04,15:00,2026-02-04 15:00:00,South,202,196,Rain,10.0
2026-02-04,15:00,2026-02-04 15:00:00,East,148,157,Rain,8.5
2026-02-04,15:00,2026-02-04 15:00:00,West,166,163,Rain,8.3
2026-02-04,16:00,2026-02-04 16:00:00,Central,226,280,Clear,7.4
2026-02-04,16:00,2026-02-04 16:00:00,North,193,178,Heavy Rain,15.2
2026-02-04,16:00,2026-02-04 16:00:00,South,194,236,Rain,11.4
2026-02-04,16:00,2026-02-04 16:00:00,East,145,144,Rain,10.2
2026-02-04,16:00,2026-02-04 16:00:00,West,134,196,Clear,2.7
2026-02-04,17:00,2026-02-04 17:00:00,Central,391,246,Clear,12.5
2026-02-04,17:00,2026-02-04 17:00:00,North,252,157,Rain,16.3
2026-02-04,17:00,2026-02-04 17:00:00,South,272,183,Clear,12.8
2026-02-04,17:00,2026-02-04 17:00:00,East,170,125,Clear,7.5
2026-02-04,17:00,2026-02-04 17:00:00,West,216,161,Clear,9.3
2026-02-04,18:00,2026-02-04 18:00:00,Central,402,209,Cloudy,14.0
2026-02-04,18:00,2026-02-04 18:00:00,North,282,144,Cloudy,12.1
2026-02-04,18:00,2026-02-04 18:00:00,South,299,194,Cloudy,12.9
2026-02-04,18:00,2026-02-04 18:00:00,East,219,147,Rain,13.0
2026-02-04,18:00,2026-02-04 18:00:00,West,205,159,Cloudy,7.3
2026-02-04,19:00,2026-02-04 19:00:00,Central,343,226,Clear,11.6
2026-02-04,19:00,2026-02-04 19:00:00,North,365,170,Heavy Rain,26.6
2026-02-04,19:00,2026-02-04 19:00:00,South,261,193,Clear,6.9
2026-02-04,19:00,2026-02-04 19:00:00,East,185,122,Clear,8.3
2026-02-04,19:00,2026-02-04 19:00:00,West,226,140,Clear,11.4
2026-02-04,20:00,2026-02-04 20:00:00,Central,395,207,Rain,20.9
2026-02-04,20:00,2026-02-04 20:00:00,North,274,169,Cloudy,11.7
2026-02-04,20:00,2026-02-04 20:00:00,South,252,191,Clear,8.1
2026-02-04,20:00,2026-02-04 20:00:00,East,177,114,Cloudy,7.9
2026-02-04,20:00,2026-02-04 20:00:00,West,239,153,Cloudy,9.9
2026-02-04,21:00,2026-02-04 21:00:00,Central,137,278,Clear,4.7
2026-02-04,21:00,2026-02-04 21:00:00,North,85,172,Clear,5.9
2026-02-04,21:00,2026-02-04 21:00:00,South,135,194,Heavy Rain,15.0
2026-02-04,21:00,2026-02-04 21:00:00,East,75,134,Clear,7.4
2026-02-04,21:00,2026-02-04 21:00:00,West,95,189,Cloudy,5.3
2026-02-04,22:00,2026-02-04 22:00:00,Central,126,260,Clear,4.6
2026-02-04,22:00,2026-02-04 22:00:00,North,68,179,Clear,6.0
2026-02-04,22:00,2026-02-04 22:00:00,South,125,233,Rain,8.1
2026-02-04,22:00,2026-02-04 22:00:00,East,64,137,Clear,3.2
2026-02-04,22:00,2026-02-04 22:00:00,West,106,166,Rain,11.2
2026-02-04,23:00,2026-02-04 23:00:00,Central,159,269,Heavy Rain,14.4
2026-02-04,23:00,2026-02-04 23:00:00,North,95,197,Cloudy,3.8
2026-02-04,23:00,2026-02-04 23:00:00,South,98,216,Clear,5.0
2026-02-04,23:00,2026-02-04 23:00:00,East,79,139,Cloudy,4.9
2026-02-04,23:00,2026-02-04 23:00:00,West,91,168,Clear,6.3
2026-02-05,00:00,2026-02-05 00:00:00,Central,130,278,Clear,5.2
2026-02-05,00:00,2026-02-05 00:00:00,North,75,179,Clear,6.8
2026-02-05,00:00,2026-02-05 00:00:00,South,127,208,Rain,8.0
2026-02-05,00:00,2026-02-05 00:00:00,East,56,149,Cloudy,10.1
2026-02-05,00:00,2026-02-05 00:00:00,West,96,188,Rain,9.3
2026-02-05,01:00,2026-02-05 01:00:00,Central,116,238,Clear,4.4
2026-02-05,01:00,2026-02-05 01:00:00,North,91,199,Clear,3.6
2026-02-05,01:00,2026-02-05 01:00:00,South,95,217,Clear,4.7
2026-02-05,01:00,2026-02-05 01:00:00,East,66,137,Cloudy,5.2
2026-02-05,01:00,2026-02-05 01:00:00,West,83,182,Rain,9.8
2026-02-05,02:00,2026-02-05 02:00:00,Central,123,269,Clear,5.7
2026-02-05,02:00,2026-02-05 02:00:00,North,82,178,Clear,6.2
2026-02-05,02:00,2026-02-05 02:00:00,South,106,208,Cloudy,4.7
2026-02-05,02:00,2026-02-05 02:00:00,East,81,160,Clear,5.2
2026-02-05,02:00,2026-02-05 02:00:00,West,76,163,Clear,4.8
2026-02-05,03:00,2026-02-05 03:00:00,Central,130,270,Clear,6.5
2026-02-05,03:00,2026-02-05 03:00:00,North,88,186,Clear,2.0
2026-02-05,03:00,2026-02-05 03:00:00,South,117,204,Rain,7.5
2026-02-05,03:00,2026-02-05 03:00:00,East,74,163,Clear,3.0
2026-02-05,03:00,2026-02-05 03:00:00,West,90,166,Cloudy,7.9
2026-02-05,04:00,2026-02-05 04:00:00,Central,157,253,Rain,9.1
2026-02-05,04:00,2026-02-05 04:00:00,North,110,176,Heavy Rain,14.9
2026-02-05,04:00,2026-02-05 04:00:00,South,100,227,Rain,6.3
2026-02-05,04:00,2026-02-05 04:00:00,East,71,153,Clear,2.7
2026-02-05,04:00,2026-02-05 04:00:00,West,95,188,Rain,8.6
2026-02-05,05:00,2026-02-05 05:00:00,Central,137,266,Clear,4.2
2026-02-05,05:00,2026-02-05 05:00:00,North,100,184,Rain,7.7
2026-02-05,05:00,2026-02-05 05:00:00,South,100,210,Clear,7.1
2026-02-05,05:00,2026-02-05 05:00:00,East,86,163,Clear,4.3
2026-02-05,05:00,2026-02-05 05:00:00,West,102,153,Rain,9.9
2026-02-05,06:00,2026-02-05 06:00:00,Central,138,244,Clear,5.1
2026-02-05,06:00,2026-02-05 06:00:00,North,90,192,Cloudy,5.4
2026-02-05,06:00,2026-02-05 06:00:00,South,94,211,Clear,6.7
2026-02-05,06:00,2026-02-05 06:00:00,East,69,136,Cloudy,7.9
2026-02-05,06:00,2026-02-05 06:00:00,West,103,195,Heavy Rain,16.2
2026-02-05,07:00,2026-02-05 07:00:00,Central,309,215,Cloudy,13.7
2026-02-05,07:00,2026-02-05 07:00:00,North,225,175,Clear,11.3
2026-02-05,07:00,2026-02-05 07:00:00,South,247,178,Clear,9.9
2026-02-05,07:00,2026-02-05 07:00:00,East,173,139,Clear,8.0
2026-02-05,07:00,2026-02-05 07:00:00,West,203,141,Clear,8.4
2026-02-05,08:00,2026-02-05 08:00:00,Central,284,194,Clear,10.5
2026-02-05,08:00,2026-02-05 08:00:00,North,237,167,Cloudy,9.1
2026-02-05,08:00,2026-02-05 08:00:00,South,230,170,Clear,6.6
2026-02-05,08:00,2026-02-05 08:00:00,East,182,134,Cloudy,8.7
2026-02-05,08:00,2026-02-05 08:00:00,West,234,151,Rain,15.2
2026-02-05,09:00,2026-02-05 09:00:00,Central,347,225,Cloudy,11.0
2026-02-05,09:00,2026-02-05 09:00:00,North,231,125,Clear,10.3
2026-02-05,09:00,2026-02-05 09:00:00,South,230,188,Clear,6.9
2026-02-05,09:00,2026-02-05 09:00:00,East,164,112,Clear,7.6
2026-02-05,09:00,2026-02-05 09:00:00,West,198,165,Clear,6.4
2026-02-05,10:00,2026-02-05 10:00:00,Central,205,267,Cloudy,7.4
2026-02-05,10:00,2026-02-05 10:00:00,North,149,184,Clear,6.7
2026-02-05,10:00,2026-02-05 10:00:00,South,188,198,Rain,10.2
2026-02-05,10:00,2026-02-05 10:00:00,East,128,147,Clear,4.0
2026-02-05,10:00,2026-02-05 10:00:00,West,149,180,Cloudy,6.1
2026-02-05,11:00,2026-02-05 11:00:00,Central,214,256,Clear,2.0
2026-02-05,11:00,2026-02-05 11:00:00,North,123,178,Clear,6.4
2026-02-05,11:00,2026-02-05 11:00:00,South,197,205,Clear,3.8
2026-02-05,11:00,2026-02-05 11:00:00,East,132,165,Clear,2.5
2026-02-05,11:00,2026-02-05 11:00:00,West,158,174,Rain,9.8
2026-02-05,12:00,2026-02-05 12:00:00,Central,211,266,Clear,6.0
2026-02-05,12:00,2026-02-05 12:00:00,North,161,184,Clear,6.1
2026-02-05,12:00,2026-02-05 12:00:00,South,156,234,Clear,4.5
2026-02-05,12:00,2026-02-05 12:00:00,East,112,143,Cloudy,5.2
2026-02-05,12:00,2026-02-05 12:00:00,West,154,190,Clear,5.1
2026-02-05,13:00,2026-02-05 13:00:00,Central,246,252,Rain,13.1
2026-02-05,13:00,2026-02-05 13:00:00,North,131,201,Clear,4.3
2026-02-05,13:00,2026-02-05 13:00:00,South,203,231,Cloudy,6.3
2026-02-05,13:00,2026-02-05 13:00:00,East,142,154,Cloudy,4.2
2026-02-05,13:00,2026-02-05 13:00:00,West,131,165,Clear,5.8
2026-02-05,14:00,2026-02-05 14:00:00,Central,230,264,Clear,7.0
2026-02-05,14:00,2026-02-05 14:00:00,North,165,206,Cloudy,6.0
2026-02-05,14:00,2026-02-05 14:00:00,South,195,200,Rain,8.6
2026-02-05,14:00,2026-02-05 14:00:00,East,124,131,Rain,6.8
2026-02-05,14:00,2026-02-05 14:00:00,West,205,190,Rain,9.8
2026-02-05,15:00,2026-02-05 15:00:00,Central,245,260,Cloudy,2.1
2026-02-05,15:00,2026-02-05 15:00:00,North,202,184,Heavy Rain,14.6
2026-02-05,15:00,2026-02-05 15:00:00,South,206,219,Cloudy,7.6
2026-02-05,15:00,2026-02-05 15:00:00,East,130,145,Clear,3.1
2026-02-05,15:00,2026-02-05 15:00:00,West,164,161,Clear,2.0
2026-02-05,16:00,2026-02-05 16:00:00,Central,224,273,Clear,3.7
2026-02-05,16:00,2026-02-05 16:00:00,North,172,191,Clear,6.5
2026-02-05,16:00,2026-02-05 16:00:00,South,190,217,Rain,9.5
2026-02-05,16:00,2026-02-05 16:00:00,East,121,131,Clear,3.0
2026-02-05,16:00,2026-02-05 16:00:00,West,144,172,Clear,6.4
2026-02-05,17:00,2026-02-05 17:00:00,Central,395,208,Cloudy,15.5
2026-02-05,17:00,2026-02-05 17:00:00,North,244,160,Cloudy,8.1
2026-02-05,17:00,2026-02-05 17:00:00,South,279,185,Clear,12.7
2026-02-05,17:00,2026-02-05 17:00:00,East,223,115,Clear,9.9
2026-02-05,17:00,2026-02-05 17:00:00,West,226,129,Clear,11.4
2026-02-05,18:00,2026-02-05 18:00:00,Central,386,211,Rain,18.3
2026-02-05,18:00,2026-02-05 18:00:00,North,225,149,Clear,6.9
2026-02-05,18:00,2026-02-05 18:00:00,South,245,186,Clear,10.1
2026-02-05,18:00,2026-02-05 18:00:00,East,238,126,Clear,13.1
2026-02-05,18:00,2026-02-05 18:00:00,West,205,139,Clear,10.0
2026-02-05,19:00,2026-02-05 19:00:00,Central,353,233,Clear,11.3
2026-02-05,19:00,2026-02-05 19:00:00,North,278,127,Cloudy,14.5
2026-02-05,19:00,2026-02-05 19:00:00,South,300,190,Clear,6.9
2026-02-05,19:00,2026-02-05 19:00:00,East,185,127,Clear,10.1
2026-02-05,19:00,2026-02-05 19:00:00,West,223,143,Clear,10.8
2026-02-05,20:00,2026-02-05 20:00:00,Central,461,230,Heavy Rain,28.7
2026-02-05,20:00,2026-02-05 20:00:00,North,243,126,Clear,9.3
2026-02-05,20:00,2026-02-05 20:00:00,South,231,202,Clear,7.2
2026-02-05,20:00,2026-02-05 20:00:00,East,192,112,Cloudy,9.5
2026-02-05,20:00,2026-02-05 20:00:00,West,246,148,Clear,7.8
2026-02-05,21:00,2026-02-05 21:00:00,Central,134,247,Cloudy,6.0
2026-02-05,21:00,2026-02-05 21:00:00,North,76,199,Cloudy,5.9
2026-02-05,21:00,2026-02-05 21:00:00,South,98,198,Cloudy,5.0
2026-02-05,21:00,2026-02-05 21:00:00,East,84,158,Rain,9.4
2026-02-05,21:00,2026-02-05 21:00:00,West,77,166,Clear,2.0
2026-02-05,22:00,2026-02-05 22:00:00,Central,137,275,Cloudy,6.0
2026-02-05,22:00,2026-02-05 22:00:00,North,92,189,Rain,8.5
2026-02-05,22:00,2026-02-05 22:00:00,South,106,229,Clear,6.7
2026-02-05,22:00,2026-02-05 22:00:00,East,72,143,Rain,9.9
2026-02-05,22:00,2026-02-05 22:00:00,West,91,204,Cloudy,6.5
2026-02-05,23:00,2026-02-05 23:00:00,Central,108,265,Clear,6.1
2026-02-05,23:00,2026-02-05 23:00:00,North,86,200,Clear,3.6
2026-02-05,23:00,2026-02-05 23:00:00,South,102,190,Cloudy,5.7
2026-02-05,23:00,2026-02-05 23:00:00,East,88,148,Clear,6.0
2026-02-05,23:00,2026-02-05 23:00:00,West,95,176,Heavy Rain,16.5
2026-02-06,00:00,2026-02-06 00:00:00,Central,151,270,Heavy Rain,12.4
2026-02-06,00:00,2026-02-06 00:00:00,North,80,190,Clear,7.2
2026-02-06,00:00,2026-02-06 00:00:00,South,99,222,Clear,5.3
2026-02-06,00:00,2026-02-06 00:00:00,East,57,153,Clear,2.8
2026-02-06,00:00,2026-02-06 00:00:00,West,86,146,Clear,6.5
2026-02-06,01:00,2026-02-06 01:00:00,Central,128,257,Cloudy,3.4
2026-02-06,01:00,2026-02-06 01:00:00,North,105,186,Clear,3.9
2026-02-06,01:00,2026-02-06 01:00:00,South,106,211,Cloudy,6.6
2026-02-06,01:00,2026-02-06 01:00:00,East,73,132,Rain,11.0
2026-02-06,01:00,2026-02-06 01:00:00,West,89,172,Clear,6.4
2026-02-06,02:00,2026-02-06 02:00:00,Central,134,268,Rain,8.8
2026-02-06,02:00,2026-02-06 02:00:00,North,90,184,Clear,2.7
2026-02-06,02:00,2026-02-06 02:00:00,South,119,199,Rain,10.1
2026-02-06,02:00,2026-02-06 02:00:00,East,83,153,Rain,10.7
2026-02-06,02:00,2026-02-06 02:00:00,West,86,167,Clear,5.0
2026-02-06,03:00,2026-02-06 03:00:00,Central,126,275,Cloudy,7.4
2026-02-06,03:00,2026-02-06 03:00:00,North,82,193,Cloudy,6.8
2026-02-06,03:00,2026-02-06 03:00:00,South,115,208,Rain,8.9
2026-02-06,03:00,2026-02-06 03:00:00,East,76,128,Clear,7.7
2026-02-06,03:00,2026-02-06 03:00:00,West,95,162,Cloudy,5.4
2026-02-06,04:00,2026-02-06 04:00:00,Central,136,268,Clear,6.1
2026-02-06,04:00,2026-02-06 04:00:00,North,95,173,Cloudy,7.4
2026-02-06,04:00,2026-02-06 04:00:00,South,128,206,Heavy Rain,15.5
2026-02-06,04:00,2026-02-06 04:00:00,East,109,149,Heavy Rain,15.2
2026-02-06,04:00,2026-02-06 04:00:00,West,91,169,Clear,6.2
2026-02-06,05:00,2026-02-06 05:00:00,Central,126,260,Clear,7.7
2026-02-06,05:00,2026-02-06 05:00:00,North,95,184,Cloudy,4.4
2026-02-06,05:00,2026-02-06 05:00:00,South,125,203,Rain,6.8
2026-02-06,05:00,2026-02-06 05:00:00,East,67,152,Clear,5.5
2026-02-06,05:00,2026-02-06 05:00:00,West,95,179,Rain,8.2
2026-02-06,06:00,2026-02-06 06:00:00,Central,166,269,Rain,11.9
2026-02-06,06:00,2026-02-06 06:00:00,North,88,170,Clear,4.8
2026-02-06,06:00,2026-02-06 06:00:00,South,113,191,Rain,11.2
2026-02-06,06:00,2026-02-06 06:00:00,East,66,148,Clear,3.0
2026-02-06,06:00,2026-02-06 06:00:00,West,112,162,Heavy Rain,16.8
2026-02-06,07:00,2026-02-06 07:00:00,Central,295,216,Clear,7.9
2026-02-06,07:00,2026-02-06 07:00:00,North,208,161,Cloudy,8.3
2026-02-06,07:00,2026-02-06 07:00:00,South,264,163,Cloudy,11.8
2026-02-06,07:00,2026-02-06 07:00:00,East,188,138,Rain,9.5
2026-02-06,07:00,2026-02-06 07:00:00,West,217,159,Cloudy,8.5
2026-02-06,08:00,2026-02-06 08:00:00,Central,305,206,Clear,11.4
2026-02-06,08:00,2026-02-06 08:00:00,North,202,165,Clear,9.6
2026-02-06,08:00,2026-02-06 08:00:00,South,307,198,Heavy Rain,21.0
2026-02-06,08:00,2026-02-06 08:00:00,East,163,107,Clear,11.8
2026-02-06,08:00,2026-02-06 08:00:00,West,217,149,Cloudy,11.5
2026-02-06,09:00,2026-02-06 09:00:00,Central,308,208,Clear,6.7
2026-02-06,09:00,2026-02-06 09:00:00,North,236,137,Clear,13.2
2026-02-06,09:00,2026-02-06 09:00:00,South,268,193,Clear,6.8
2026-02-06,09:00,2026-02-06 09:00:00,East,168,123,Clear,6.7
2026-02-06,09:00,2026-02-06 09:00:00,West,205,154,Clear,7.5
2026-02-06,10:00,2026-02-06 10:00:00,Central,218,275,Clear,6.8
2026-02-06,10:00,2026-02-06 10:00:00,North,168,182,Clear,2.9
2026-02-06,10:00,2026-02-06 10:00:00,South,205,205,Rain,11.1
2026-02-06,10:00,2026-02-06 10:00:00,East,131,166,Clear,2.5
2026-02-06,10:00,2026-02-06 10:00:00,West,151,164,Clear,3.1
2026-02-06,11:00,2026-02-06 11:00:00,Central,221,255,Clear,5.3
2026-02-06,11:00,2026-02-06 11:00:00,North,152,171,Clear,4.0
2026-02-06,11:00,2026-02-06 11:00:00,South,197,196,Cloudy,5.3
2026-02-06,11:00,2026-02-06 11:00:00,East,127,151,Clear,4.3
2026-02-06,11:00,2026-02-06 11:00:00,West,180,183,Rain,7.8
2026-02-06,12:00,2026-02-06 12:00:00,Central,285,259,Heavy Rain,18.4
2026-02-06,12:00,2026-02-06 12:00:00,North,166,185,Clear,5.5
2026-02-06,12:00,2026-02-06 12:00:00,South,204,230,Clear,3.6
2026-02-06,12:00,2026-02-06 12:00:00,East,157,150,Rain,9.7
2026-02-06,12:00,2026-02-06 12:00:00,West,139,183,Cloudy,9.6
2026-02-06,13:00,2026-02-06 13:00:00,Central,250,255,Cloudy,6.6
2026-02-06,13:00,2026-02-06 13:00:00,North,154,161,Cloudy,6.7
2026-02-06,13:00,2026-02-06 13:00:00,South,180,215,Cloudy,7.0
2026-02-06,13:00,2026-02-06 13:00:00,East,115,165,Clear,3.7
2026-02-06,13:00,2026-02-06 13:00:00,West,162,173,Rain,8.5
2026-02-06,14:00,2026-02-06 14:00:00,Central,220,247,Clear,4.7
2026-02-06,14:00,2026-02-06 14:00:00,North,160,215,Clear,3.3
2026-02-06,14:00,2026-02-06 14:00:00,South,210,211,Rain,10.2
2026-02-06,14:00,2026-02-06 14:00:00,East,130,146,Clear,4.5
2026-02-06,14:00,2026-02-06 14:00:00,West,151,179,Rain,9.4
2026-02-06,15:00,2026-02-06 15:00:00,Central,217,281,Cloudy,3.4
2026-02-06,15:00,2026-02-06 15:00:00,North,164,199,Cloudy,6.5
2026-02-06,15:00,2026-02-06 15:00:00,South,221,226,Heavy Rain,13.8
2026-02-06,15:00,2026-02-06 15:00:00,East,128,155,Rain,8.9
2026-02-06,15:00,2026-02-06 15:00:00,West,153,178,Clear,3.8
2026-02-06,16:00,2026-02-06 16:00:00,Central,224,257,Clear,6.0
2026-02-06,16:00,2026-02-06 16:00:00,North,164,174,Clear,2.6
2026-02-06,16:00,2026-02-06 16:00:00,South,206,187,Rain,9.3
2026-02-06,16:00,2026-02-06 16:00:00,East,118,147,Clear,3.4
2026-02-06,16:00,2026-02-06 16:00:00,West,144,166,Clear,5.1
2026-02-06,17:00,2026-02-06 17:00:00,Central,390,219,Heavy Rain,23.0
2026-02-06,17:00,2026-02-06 17:00:00,North,274,168,Rain,14.0
2026-02-06,17:00,2026-02-06 17:00:00,South,296,182,Cloudy,13.0
2026-02-06,17:00,2026-02-06 17:00:00,East,199,110,Clear,12.5
2026-02-06,17:00,2026-02-06 17:00:00,West,248,175,Clear,10.7
2026-02-06,18:00,2026-02-06 18:00:00,Central,328,213,Clear,12.5
2026-02-06,18:00,2026-02-06 18:00:00,North,312,163,Rain,16.8
2026-02-06,18:00,2026-02-06 18:00:00,South,272,179,Cloudy,9.5
2026-02-06,18:00,2026-02-06 18:00:00,East,174,116,Clear,9.5
2026-02-06,18:00,2026-02-06 18:00:00,West,204,125,Clear,9.5
2026-02-06,19:00,2026-02-06 19:00:00,Central,320,229,Rain,14.8
2026-02-06,19:00,2026-02-06 19:00:00,North,238,160,Clear,9.6
2026-02-06,19:00,2026-02-06 19:00:00,South,355,198,Rain,18.6
2026-02-06,19:00,2026-02-06 19:00:00,East,199,116,Clear,8.2
2026-02-06,19:00,2026-02-06 19:00:00,West,224,152,Clear,8.8
2026-02-06,20:00,2026-02-06 20:00:00,Central,369,223,Cloudy,14.1
2026-02-06,20:00,2026-02-06 20:00:00,North,299,140,Rain,17.0
2026-02-06,20:00,2026-02-06 20:00:00,South,282,207,Clear,11.1
2026-02-06,20:00,2026-02-06 20:00:00,East,208,124,Clear,8.6
2026-02-06,20:00,2026-02-06 20:00:00,West,244,174,Clear,6.3
2026-02-06,21:00,2026-02-06 21:00:00,Central,136,264,Cloudy,7.8
2026-02-06,21:00,2026-02-06 21:00:00,North,92,186,Clear,4.0
